timestamp,uv,accelX,accelY,accelZ,r,g,b,c,colorTemp,lux,target
1715178393,23,1208,480,8031,3305,4575,6135,12788,9206,1657,,
1715178395,21,959,29,8200,3222,4471,6022,12540,9249,1603,,
1715178396,21,1002,-132,8438,3129,4359,5894,12248,9312,1550,,
1715178398,58,822,-385,8247,3240,4546,6117,12787,9288,1646,,
1715178400,21,594,-474,8388,3295,4561,6165,12786,9284,1616,,
1715178402,23,720,-563,8190,3254,4501,6074,12597,9273,1602,,
1715178404,22,745,-341,8328,3235,4475,6046,12534,9282,1587,,
1715178406,21,740,-228,8407,3207,4429,5964,12375,9248,1584,,
1715178408,19,1162,-347,8024,3142,4337,5802,12045,9216,1578,,
1715178410,23,975,47,8372,3043,4181,5575,11582,9162,1530,,
1715178412,21,897,-322,8272,3068,4228,5651,11744,9190,1541,,
1715178414,21,872,-108,8415,3084,4256,5683,11810,9197,1556,,
1715178416,22,791,-57,8241,3106,4286,5747,11926,9225,1550,,
1715178418,21,886,-108,8362,3114,4299,5764,11967,9225,1555,,
1715178420,21,839,-55,8430,3130,4322,5818,12065,9252,1547,,
1715178422,20,847,-98,8358,3136,4338,5835,12101,9262,1558,,
1715178424,22,682,-259,8326,3112,4295,5776,11979,9244,1541,,
1715178426,21,854,-132,8232,3133,4334,5824,12084,9253,1560,,
1715178428,21,1453,837,7770,3233,4523,5975,12562,9144,1716,,
1715178430,20,1323,302,8193,3028,4190,5563,11574,9183,1558,,
1715178432,21,1265,217,8232,3039,4204,5598,11635,9203,1551,,
1715178434,18,1227,136,8277,3025,4183,5565,11565,9198,1547,,
1715178436,22,1174,165,8307,3013,4162,5534,11502,9186,1540,,
1715178438,33,1286,214,8205,3005,4147,5509,11454,9172,1537,,
1715178440,20,1139,109,8268,3041,4204,5600,11637,9201,1549,,
1715178442,19,1259,123,8343,3063,4241,5655,11752,9215,1560,,
1715178444,20,1159,217,8247,3043,4208,5603,11642,9203,1552,,
1715178446,20,1346,-141,8261,3100,4300,5716,11895,9203,1596,,
1715178448,22,1285,5,8240,3122,4322,5756,11965,9207,1595,,
1715178450,21,861,-201,8551,3111,4314,5751,11954,9224,1589,,
1715178452,20,-186,-1555,8807,2640,3505,4725,9763,9007,1216,,
1715178454,23,-700,457,9848,2792,3997,5567,11541,9634,1327,,
1715178456,35,-858,1422,5642,3190,4593,6425,13419,9609,1511,,
1715178458,30,1016,893,6630,2802,4154,5860,12250,9826,1357,,
1715178460,35,1809,-307,7706,2865,4073,5595,11656,9486,1403,,
1715178462,34,-1244,1291,7926,2623,3715,5245,10860,9617,1173,,
