timestamp,uv,light,accelX,accelY,accelX,r,g,b,c,colorTemp,lux,,
1712470817,358,35,-817,2173,7545,1767,1700,1183,4736,3941,1243,,
1712470819,338,84,103,1567,7529,3205,3192,2330,8950,4160,2292,,
1712470821,349,87,227,-304,8029,4100,4507,3373,12336,4525,3313,,
1712470823,356,101,-1553,1498,8137,4227,4491,3380,12403,4437,3242,,
1712470825,347,89,-68,864,9236,3814,4020,2997,11168,4384,2913,,
1712470827,334,159,-1010,-1092,7763,4574,4824,3679,13438,4455,3436,,
1712470829,321,153,-2151,-442,8693,4755,5003,3726,13858,4376,3625,,
1712470831,348,94,-2426,-803,7142,3841,4122,3113,11307,4478,2980,,
1712470833,355,167,-2016,-1200,8232,5214,5039,3711,14147,4102,3544,,
1712470835,350,297,-1136,-1290,7783,7103,6479,4897,18597,4017,4336,,
1712470837,351,117,-2163,-991,8869,4361,4891,4190,13560,5051,3237,,
1712470839,353,92,-1993,-239,9354,3932,4636,4561,13422,5810,2702,,
1712470841,344,101,-1658,244,7749,3884,4173,3540,11856,4863,2734,,
1712470843,371,119,-1058,27,8059,4257,4360,3275,12220,4322,3102,,
1712470845,348,90,2071,-1808,7806,4776,4757,3543,13455,4217,3364,,
1712470847,317,85,3055,-2014,8841,4536,4497,3298,12745,4161,3211,,
1712470849,301,88,710,-253,7658,4269,4454,3289,12453,4326,3236,,
1712470851,318,83,1520,-1248,7651,3530,3652,2702,10220,4307,2640,,
1712470853,287,96,200,781,7948,3433,3454,2555,9714,4226,2467,,
1712470855,300,95,1231,893,7771,3420,3418,2518,9625,4196,2441,,
1712470857,289,86,2105,-157,8028,3402,3400,2502,9568,4193,2430,,
1712470859,309,92,2841,1661,7531,3315,3272,2407,9233,4157,2326,,
1712470861,298,78,2605,1000,7841,3273,3227,2373,9111,4153,2293,,
1712470863,314,81,3149,363,7412,3281,3253,2393,9169,4169,2317,,
1712470865,297,89,3210,406,7582,3346,3331,2440,9371,4169,2385,,
1712470867,353,76,3992,-906,6969,2917,2855,2074,8051,4099,2041,,
1712470869,309,73,3876,456,6858,2971,2917,2123,8221,4113,2085,,
1712470871,302,87,3280,117,7780,2879,2797,2028,7898,4074,1995,,
1712470873,306,81,4031,-501,7421,2874,2806,2043,7920,4099,2000,,
1712470875,288,81,4182,-78,7482,2878,2828,2063,7972,4122,2019,,
1712470877,317,78,3639,-471,7213,2848,2789,2032,7868,4109,1990,,
1712470879,293,78,4198,-926,7575,2824,2779,2029,7833,4128,1984,,
1712470881,274,81,4531,-446,7891,2830,2771,2019,7815,4109,1977,,
1712470883,301,83,4801,-601,6930,2830,2772,2021,7819,4111,1977,,
1712470885,333,85,4195,497,6832,2805,2759,2015,7774,4127,1969,,
1712470887,355,87,4066,-417,7615,2848,2770,2011,7817,4081,1975,,
1712470889,332,93,2111,3793,6457,3153,3070,2237,8667,4094,2184,,
1712470891,313,96,546,-430,5839,3399,3374,2481,9500,4171,2406,,
1712470893,311,90,-1725,-2639,7881,3894,4147,3102,11522,4426,3010,,
1712470895,353,87,1833,-3826,8762,3545,3631,2694,10148,4286,2608,,
1712470897,341,85,1886,-4163,7278,3448,3433,2538,9653,4195,2441,,
1712470899,349,73,2346,-3123,7492,3364,3350,2468,9422,4186,2389,,
1712470901,349,85,2438,-2951,7720,3356,3339,2455,9387,4178,2383,,
1712470903,315,88,2544,-2561,7260,3385,3374,2487,9485,4190,2406,,
1712470905,322,89,2098,-3017,7003,3422,3403,2503,9565,4177,2428,,
1712470907,310,85,1907,-2807,7687,3451,3448,2544,9689,4199,2459,,
1712470909,304,86,2631,-2755,7135,3400,3383,2471,9496,4159,2427,,
1712470911,297,83,2802,-2297,7129,3326,3310,2430,9302,4174,2366,,
1712470913,310,84,3159,-2005,7476,3239,3223,2367,9066,4175,2303,,
1712470915,296,80,3012,-1630,7680,3076,3036,2228,8557,4150,2162,,
1712470917,310,84,2033,-561,7721,3131,3047,2230,8617,4104,2160,,
1712470919,290,80,2943,-2765,8502,3154,3112,2292,8775,4159,2210,,
1712470921,352,85,2402,-2347,7932,3228,3203,2357,9012,4172,2282,,
1712470923,359,70,2293,-2210,9045,3223,3166,2320,8935,4133,2252,,
1712470925,351,59,-83,-4026,7441,2638,2427,1718,6927,3872,1716,,
1712470927,315,58,3951,-2309,8700,2127,1889,1316,5423,3748,1327,,
1712470929,361,83,2047,-98,7759,3176,3279,2451,9138,4331,2350,,
1712470931,359,85,309,149,9576,3512,3698,2815,10301,4444,2636,,
1712470933,323,117,1741,-70,6838,4682,4826,3627,13454,4342,3442,,
1712470935,323,89,-1159,631,8902,3990,4308,3521,11891,4753,2927,,
1712470937,353,223,1887,-767,7599,6409,5798,4159,16515,3863,4026,,
1712470939,353,39,849,-3106,9164,3336,3209,2298,8925,4015,2299,,
1712470941,348,28,1297,-1876,5764,1383,1334,1039,3611,4201,896,,
1712470943,367,45,824,-2193,8972,1885,1836,1440,4934,4244,1231,,
1712470945,352,52,1520,-2073,9393,2229,2232,1881,5873,4536,1422,,
1712470947,354,62,1983,-1934,8729,2470,2549,2296,6619,4888,1540,,
1712470949,360,75,2219,-1799,7981,2498,2460,2043,6420,4415,1576,,
1712470951,356,76,2210,-1864,7873,2460,2391,1981,6272,4363,1525,,
1712470953,365,77,2180,-2031,7811,2479,2424,2013,6344,4391,1547,,
