timestamp,uv,light,accelX,accelY,accelZ,r,g,b,c,colorTemp,lux,class,code
1712472218,323,38,-499,2499,7824,1076,1131,922,3137,4655,760,,
1712472220,322,34,-322,2688,7803,1049,1132,925,3119,4750,769,,
1712472222,316,35,-320,2748,7757,1051,1130,924,3115,4740,766,,
1712472224,275,28,-186,2831,7837,1032,1110,906,3065,4735,753,,
1712472226,361,34,-128,2743,7857,1031,1107,904,3054,4731,750,,
1712472228,349,32,-160,2739,7842,1037,1112,909,3066,4730,753,,
1712472230,337,43,-2805,909,6843,1051,1172,947,3199,4823,815,,
1712472232,353,56,-806,2679,8045,1184,1246,1008,3446,4634,844,,
1712472234,354,54,-2274,2453,6843,1198,1220,989,3390,4531,812,,
1712472236,356,53,-616,3853,7428,1202,1206,976,3363,4478,798,,
1712472238,357,51,-1079,3295,7385,1196,1209,978,3369,4502,804,,
1712472240,357,55,-385,3690,7698,1205,1223,990,3402,4516,814,,
1712472242,356,54,-592,3657,7401,1217,1222,990,3405,4483,809,,
1712472244,345,47,-425,3691,7361,1207,1209,979,3373,4474,799,,
1712472246,358,49,-77,3180,7704,1130,1173,952,3256,4600,787,,
1712472248,295,15,2848,-2299,7938,814,849,689,2359,4615,571,,
1712472250,279,16,-544,-3929,7340,653,624,509,1781,4358,400,,
1712472252,310,9,-754,-3950,7323,387,401,333,1115,4665,263,,
1712472254,317,10,-1046,-3889,7342,449,454,375,1267,4566,296,,
1712472256,303,10,-981,-3970,7299,487,478,393,1351,4461,308,,
1712472258,320,27,-1041,-3982,7306,351,368,305,1012,4693,243,,
1712472261,314,8,-1034,-4003,7251,288,307,258,834,4791,202,,
1712472263,308,10,-1016,-3951,7330,405,407,337,1128,4545,264,,
1712472265,305,11,-1306,-3805,7380,457,422,346,1202,4252,264,,
1712472267,355,13,-1296,-3831,7324,458,414,338,1179,4168,257,,
1712472269,355,9,-1469,-3719,7324,472,437,358,1238,4252,274,,
1712472271,341,17,-2348,-3881,7598,706,670,535,1901,4271,436,,
1712472273,362,26,3495,880,7795,1087,1289,1101,3437,5250,875,,
1712472275,370,22,2092,1284,8183,1117,1305,1168,3454,5386,842,,
1712472277,362,55,-517,23,9412,1991,2128,1682,5956,4609,1481,,
1712472279,364,70,1412,-408,6919,2382,2545,2065,7048,4693,1732,,
1712472281,365,42,1786,2247,9451,1885,2110,1673,5811,4772,1493,,
1712472283,323,101,275,-358,7083,2192,2327,1851,6522,4608,1606,,
1712472285,359,65,-740,1882,8087,1854,2033,1607,5669,4693,1430,,
1712472287,361,55,-2641,2204,8398,1500,1768,1392,4866,4926,1284,,
1712472289,365,101,-476,2515,7361,1835,2082,1609,5763,4731,1512,,
1712472291,304,28,-650,2592,9304,1729,1858,1343,5146,4350,1388,,
1712472293,360,12,1325,151,7447,767,1007,755,2690,5141,787,,
1712472295,349,62,253,2231,7987,2130,2198,1622,6160,4292,1590,,
1712472297,352,87,1890,3306,9375,3075,2827,2036,8079,3913,1973,,
1712472299,364,47,355,1612,8344,1107,1248,916,3406,4543,939,,
1712472301,359,22,1662,3451,9717,2105,2294,1666,6316,4406,1718,,
1712472303,361,70,-170,2119,8601,3218,2940,2134,8440,3917,2033,,
1712472305,371,33,828,1430,9837,1166,1336,976,3641,4580,1015,,
1712472307,361,29,853,2175,9521,1951,2111,1535,5824,4388,1575,,
1712472309,366,107,3403,585,6594,3341,3186,2300,9032,4013,2260,,
1712472311,354,23,1894,-73,6274,1388,1621,1188,4405,4652,1238,,
1712472313,358,93,2142,1686,8166,2338,2248,1658,6398,4092,1575,,
1712472315,362,29,2051,906,7905,2075,2389,1757,6511,4617,1811,,
1712472317,355,31,3564,711,7763,1647,1834,1348,5028,4509,1373,,
1712472319,359,25,2699,1479,8247,1784,1870,1366,5212,4308,1372,,
1712472321,359,91,3203,741,8275,1773,1882,1368,5227,4330,1393,,
1712472323,352,41,2596,1401,7848,1288,1235,904,3495,4065,869,,
1712472325,350,28,1670,1135,8826,1783,1718,1234,4865,4027,1229,,
1712472327,343,16,413,2980,9438,1070,1125,817,3151,4300,830,,
1712472329,338,21,-531,1194,9321,1408,1288,939,3721,3931,888,,
1712472331,364,7,76,1874,8807,481,539,402,1492,4575,400,,
1712472333,304,10,-576,2014,7954,400,474,359,1303,4810,355,,
1712472335,366,6,-1103,1576,8064,366,436,333,1203,4857,325,,
1712472337,353,11,-490,1429,8147,392,466,354,1282,4831,349,,
1712472339,346,9,-236,1610,8199,394,470,356,1289,4833,353,,
1712472341,357,13,-127,1538,8228,403,481,364,1319,4832,361,,
1712472343,350,9,-86,1441,8296,403,481,364,1317,4832,361,,
1712472345,352,9,-106,1536,8223,403,481,364,1317,4832,361,,
1712472347,355,9,-42,1429,8202,401,478,362,1311,4830,359,,
1712472349,359,7,-100,1410,8269,405,485,367,1328,4843,365,,
1712472351,345,11,-326,1585,8170,387,457,343,1252,4767,344,,
1712472353,344,11,227,1311,8403,404,483,366,1324,4842,363,,
1712472355,354,7,-2382,830,8415,403,474,359,1304,4785,354,,
1712472357,365,6,-1560,1034,8130,400,472,357,1297,4791,353,,
1712472359,349,9,-28,1609,8331,405,483,365,1323,4824,363,,
1712472361,366,9,-172,1843,8203,393,465,352,1277,4803,348,,
1712472363,357,9,-225,1715,8178,396,470,356,1289,4816,352,,
1712472365,371,9,-208,1828,8200,397,471,356,1292,4807,353,,
1712472367,342,13,-187,1614,8226,398,473,358,1298,4818,355,,
1712472369,354,10,770,-476,8169,407,483,365,1324,4807,363,,
1712472371,357,25,2173,2352,7709,542,603,445,1662,4519,450,,
1712472373,352,11,-427,1013,8184,494,571,425,1564,4668,429,,
1712472375,352,12,381,935,8269,417,505,381,1378,4872,382,,
1712472377,308,9,1292,857,8414,417,501,378,1370,4844,378,,
1712472379,312,8,161,786,7599,488,618,460,1663,4982,480,,
1712472381,298,11,997,337,7909,708,884,643,2362,4851,694,,
1712472383,322,31,-251,2600,9001,1874,2017,1455,5594,4349,1510,,
1712472385,351,126,73,1092,8498,2291,2319,1677,6483,4179,1689,,
1712472387,332,19,546,-1104,8442,1088,1268,898,3415,4535,990,,
1712472389,344,25,-103,1363,7843,716,863,623,2327,4706,673,,
1712472391,349,13,393,1859,8098,828,1004,726,2711,4731,784,,
1712472393,339,13,321,1668,8168,857,1028,746,2795,4707,798,,
1712472395,354,11,334,1200,8457,898,1062,772,2906,4666,819,,
1712472397,352,43,341,2489,7967,1971,2087,1509,5803,4307,1549,,
1712472399,365,142,2211,1262,7137,2287,1561,1140,6479,3290,886,,
1712472401,363,34,-499,808,9709,1077,1231,874,3333,4482,953,,
1712472403,350,22,-504,750,8615,1368,1598,1140,4341,4566,1243,,
1712472405,365,112,-1507,726,8878,2442,2501,1818,6998,4227,1824,,
1712472407,309,28,-282,1319,10377,1306,1495,1074,4055,4524,1149,,
1712472409,356,26,714,589,6876,1489,1650,1218,4571,4507,1229,,
1712472411,370,85,-1570,1347,7191,1989,2147,1581,5956,4419,1585,,
1712472413,361,65,-2118,1115,8438,2075,2228,1686,6223,4486,1608,,
1712472415,359,81,268,1673,10183,2233,2303,1804,6536,4469,1589,,
1712472417,364,54,1837,-1316,8700,2412,2607,1969,7240,4501,1890,,
1712472419,353,97,603,-1735,7000,2098,2178,1695,6095,4469,1515,,
1712472421,361,31,1706,-1001,7673,1541,1823,1442,4954,4956,1321,,
1712472423,348,39,2141,2175,7305,2023,2351,1842,6395,4860,1705,,
1712472425,354,62,1577,-332,9932,1883,2125,1679,5778,4788,1513,,
1712472427,353,48,1315,-935,6051,2401,2579,2057,7022,4653,1785,,
1712472429,355,69,2084,-195,9407,2618,2632,2187,7089,4529,1703,,
1712472431,358,121,3000,233,7594,2583,2724,2365,7073,4837,1729,,
1712472433,356,72,2220,1773,6076,2509,2568,2231,6863,4737,1605,,
1712472435,362,27,1751,2716,9035,1314,1392,1121,3866,4641,950,,
1712472437,360,37,2314,1929,6812,1131,1217,985,3337,4709,832,,
1712472439,363,36,3832,2004,7336,1367,1409,1159,3955,4621,931,,
1712472441,357,40,2656,1797,7691,1319,1554,1340,4166,5262,1043,,
1712472443,340,43,647,377,8156,1428,1658,1412,4440,5157,1119,,
1712472445,355,70,1514,1307,7984,1441,1517,1232,4232,4648,1024,,
1712472447,363,60,701,1407,8119,1455,1526,1207,4278,4551,1052,,
1712472449,355,73,1216,1277,8098,1444,1488,1176,4185,4493,1019,,
1712472451,351,40,-2146,428,8270,1404,1491,1189,4166,4617,1027,,
1712472453,351,59,-641,731,7939,1419,1471,1166,4133,4521,1007,,
1712472455,360,58,-39,1252,8028,1431,1486,1177,4173,4524,1019,,
1712472457,356,48,248,1915,8268,1454,1566,1263,4358,4700,1075,,
1712472459,358,58,78,1404,8463,1442,1500,1197,4206,4553,1023,,
1712472461,351,46,-677,833,8220,1470,1560,1255,4352,4643,1066,,
1712472463,350,72,536,797,8119,1449,1490,1181,4193,4496,1016,,
1712472465,353,19,320,2289,8914,964,1065,841,2964,4714,752,,
1712472467,356,80,175,609,8554,1775,1818,1454,5133,4511,1229,,
1712472470,352,68,113,1495,8159,1694,1802,1434,5033,4616,1244,,
1712472472,351,74,380,1516,8147,1706,1813,1442,5064,4611,1252,,
1712472474,349,80,388,1514,8201,1721,1830,1455,5109,4612,1264,,
1712472476,357,73,296,1556,8208,1710,1814,1444,5069,4608,1251,,
1712472478,367,81,441,1377,8269,1730,1842,1464,5139,4615,1274,,
1712472480,391,76,406,1140,8233,1742,1858,1475,5179,4617,1287,,
1712472482,342,78,354,1574,8460,1725,1843,1464,5136,4624,1277,,
1712472484,354,77,-9,892,7149,1957,2059,1655,5740,4613,1403,,
1712472486,345,29,-169,-4470,7570,1434,1690,1480,4471,5329,1118,,
1712472488,367,19,-415,-3491,6726,1093,1212,1004,3270,4885,823,,
1712472490,352,24,245,-870,8327,1369,1548,1282,4194,4958,1060,,
1712472492,365,26,-309,-374,8220,1422,1627,1358,4372,5027,1112,,
1712472494,384,26,-249,932,8343,1592,1771,1450,4824,4861,1217,,
1712472496,361,32,2258,590,8448,1169,1356,1185,3578,5256,893,,
1712472498,359,28,1006,1006,7979,1312,1528,1290,4068,5135,1041,,
1712472500,354,26,1353,-639,8312,1766,1929,1549,5285,4732,1337,,
1712472502,367,23,1413,2600,9109,1364,1597,1308,4279,5044,1120,,
1712472504,362,23,307,1666,8124,1339,1641,1348,4385,5226,1168,,
1712472506,291,29,1400,325,8215,1495,1711,1388,4650,4928,1199,,
1712472508,289,40,3002,6645,5629,1167,1398,1238,3717,5441,921,,
1712472510,365,33,678,5009,6751,1363,1490,1296,4094,5009,960,,
1712472512,363,34,-1767,4966,6569,934,858,705,2484,4260,535,,
1712472514,343,38,1514,5531,6401,813,809,640,2263,4390,544,,
1712472516,354,9,1169,4720,6494,455,489,397,1368,4715,333,,
1712472518,346,13,513,5708,6001,666,812,652,2192,5120,588,,
1712472520,361,13,806,5463,6161,658,803,646,2165,5131,580,,
1712472522,360,13,677,5409,6269,664,808,651,2177,5126,583,,
1712472524,361,16,504,5366,6364,664,809,651,2179,5126,584,,
1712472526,358,8,509,5295,6379,662,806,649,2172,5126,582,,
1712472528,345,13,631,5325,6348,667,812,654,2187,5126,586,,
1712472530,357,11,-789,4990,6474,671,816,657,2198,5121,589,,
1712472532,360,14,424,5263,6371,669,813,655,2191,5121,586,,
1712472534,367,20,442,5223,6576,673,817,658,2205,5116,589,,
1712472536,364,12,456,5192,6342,676,821,661,2217,5116,592,,
1712472538,353,16,372,5269,6331,666,810,652,2187,5120,585,,
1712472540,335,11,374,5260,6316,673,817,658,2208,5116,589,,
1712472542,367,14,394,5284,6522,665,808,651,2183,5120,582,,
1712472544,373,11,467,5305,6346,666,810,653,2188,5126,584,,
1712472546,385,23,140,3205,7463,1313,1342,1079,3809,4521,902,,
1712472548,360,49,308,2744,7817,1437,1508,1212,4232,4604,1026,,
1712472550,353,40,16,2585,7921,1356,1435,1156,4026,4639,978,,
1712472552,335,42,286,2503,8010,1416,1493,1201,4187,4622,1017,,
1712472554,320,43,557,2547,7941,1415,1498,1205,4194,4635,1023,,
1712472556,313,39,-221,2288,7810,1411,1495,1203,4185,4639,1021,,
1712472558,315,36,199,2353,8086,1405,1478,1192,4146,4623,1004,,
1712472560,351,35,15,2329,8062,1372,1457,1177,4077,4659,992,,
1712472562,360,30,-175,2294,7974,1369,1461,1180,4082,4675,997,,
1712472564,351,28,-672,2208,8088,1267,1398,1129,3874,4786,968,,
1712472566,300,18,-1680,2689,7460,1162,1315,1062,3624,4873,921,,
1712472568,316,16,-1593,1169,8458,905,1088,884,2962,5112,776,,
1712472570,302,9,-2259,2396,7875,908,1109,899,3001,5163,797,,
1712472572,315,33,-1310,1525,9094,971,1167,945,3160,5098,835,,
1712472574,360,44,158,2623,7574,1409,1530,1233,4233,4725,1055,,
1712472576,357,36,420,2314,7881,1461,1571,1265,4353,4689,1079,,
1712472578,340,35,42,2233,7960,1394,1498,1210,4162,4698,1026,,
1712472580,378,36,53,2221,8062,1406,1508,1218,4190,4691,1032,,
1712472582,354,32,71,2368,8044,1383,1481,1198,4119,4691,1011,,
1712472584,333,31,13,2306,8082,1388,1488,1204,4136,4695,1016,,
1712472586,368,33,13,2254,8060,1392,1489,1205,4143,4689,1016,,
1712472588,362,34,117,2294,8050,1390,1488,1204,4142,4691,1016,,
1712472590,311,33,-20,2370,7982,1385,1483,1200,4129,4692,1012,,
1712472592,311,19,-1743,2289,7751,1166,1323,1071,3633,4890,925,,
1712472594,363,22,-580,2221,8066,1295,1427,1153,3943,4783,988,,
1712472596,364,27,-634,2154,7960,1284,1416,1145,3914,4788,980,,
1712472598,295,27,-546,2079,8098,1294,1426,1152,3940,4782,987,,
1712472600,307,24,-693,2055,8093,1262,1403,1134,3870,4814,974,,
1712472602,313,26,-679,2007,8082,1264,1405,1135,3874,4812,976,,
1712472604,314,26,-574,1807,8289,1269,1413,1140,3896,4813,983,,
1712472606,305,27,-640,2018,8047,1266,1411,1139,3888,4818,982,,
1712472608,315,27,-781,1973,8061,1256,1400,1132,3851,4824,973,,
1712472610,313,19,-1384,1878,8000,1039,1240,1002,3353,5065,886,,
1712472612,318,21,-1126,1573,8146,1191,1371,1105,3739,4925,968,,
1712472614,305,22,-1285,1638,8035,1170,1353,1091,3689,4943,957,,
1712472616,314,22,-1302,1614,8055,1176,1357,1094,3705,4935,959,,
1712472618,326,22,-1165,1613,8085,1175,1356,1093,3704,4935,958,,
1712472620,354,17,-1272,1526,8115,1176,1359,1094,3711,4935,962,,
1712472622,369,21,-1214,1487,8179,1177,1357,1093,3710,4929,959,,
1712472624,368,41,-1257,1582,8081,1179,1359,1095,3715,4929,960,,
1712472626,353,16,-1259,1657,8074,1171,1350,1088,3691,4930,954,,
1712472628,355,26,-1204,1551,8130,1187,1367,1101,3738,4924,966,,
1712472630,363,23,-1575,1591,7691,1170,1350,1088,3692,4933,954,,
1712472633,363,87,1443,363,9497,1790,1946,1560,5382,4711,1348,,
1712472635,353,54,2517,2490,7676,1985,2082,1681,5752,4617,1411,,
1712472637,360,69,1793,2773,6881,1928,1978,1617,5451,4574,1312,,
1712472639,356,37,-450,312,6573,1235,1456,1228,3862,5178,998,,
1712472641,356,27,5426,503,5916,781,881,776,2389,5175,569,,
1712472643,361,21,701,2392,8845,907,1078,953,2889,5399,709,,
1712472645,353,20,-295,730,7986,838,906,788,2426,4958,581,,
1712472647,353,27,-658,2998,7794,876,998,871,2686,5178,653,,
1712472649,368,27,-828,2591,7703,931,1064,917,2857,5141,705,,
1712472651,359,20,-577,1376,8270,773,913,811,2428,5396,596,,
1712472653,370,24,-1003,2373,8275,811,939,813,2480,5210,623,,
1712472655,366,25,-1753,831,8283,850,975,844,2574,5172,645,,
1712472657,370,22,-1361,2099,8391,805,925,801,2439,5180,612,,
1712472659,364,23,-1045,1960,7609,886,1042,900,2753,5263,698,,
1712472661,361,26,-1243,2163,8035,878,1023,887,2701,5242,680,,
1712472663,316,22,-1347,2026,8056,895,1039,900,2740,5223,690,,
1712472665,321,24,-1124,1884,8424,932,1090,941,2871,5239,729,,
1712472667,364,25,-1167,1858,8013,940,1100,951,2895,5247,734,,
1712472669,364,26,-1402,1652,7757,922,1065,924,2806,5209,705,,
1712472671,364,24,606,2295,8107,894,1051,928,2787,5353,689,,
1712472673,343,25,-1812,1966,7941,953,1111,954,2921,5205,745,,
1712472675,360,25,-1051,1879,8248,961,1125,971,2965,5242,752,,
1712472677,356,25,-2075,1816,8038,948,1101,945,2898,5188,738,,
1712472679,356,22,-907,1926,8016,959,1125,973,2965,5259,752,,
1712472681,315,26,-1133,1750,8142,970,1139,985,3006,5262,761,,
1712472683,314,27,-1855,2029,8377,941,1098,943,2889,5209,737,,
1712472685,371,27,-1676,2159,7970,936,1094,943,2886,5230,732,,
1712472687,360,21,-1686,2394,7762,952,1111,956,2937,5217,744,,
1712472689,310,25,-1408,2239,7968,943,1099,952,2912,5239,731,,
1712472691,311,27,-1467,2173,8031,949,1108,959,2937,5242,738,,
1712472693,362,23,-2878,1991,7271,967,1128,973,2994,5225,754,,
1712472695,368,27,-2441,2022,7779,991,1153,988,3059,5189,774,,
1712472697,361,20,-1805,2099,8062,993,1162,999,3084,5224,780,,
1712472699,357,22,-1838,2134,7674,972,1136,977,3012,5221,762,,
1712472701,372,25,-1578,1961,7911,964,1130,972,2996,5233,759,,
1712472703,356,26,-1558,1963,8092,960,1126,969,2985,5238,756,,
1712472705,357,25,-1469,2081,7901,955,1120,963,2974,5234,752,,
1712472707,362,26,-1535,2032,8003,952,1117,962,2959,5242,749,,
1712472709,360,23,-1502,1924,8035,948,1114,958,2953,5242,749,,
1712472711,356,25,-1466,2077,7993,943,1109,952,2942,5238,747,,
1712472713,376,22,-1466,2025,8221,938,1104,948,2930,5242,744,,
1712472715,373,25,-1497,2037,7869,934,1101,944,2921,5243,743,,
1712472717,358,25,-1772,877,8037,980,1147,983,3052,5213,772,,
1712472719,364,29,1347,1956,9012,909,1069,936,2870,5316,707,,
1712472721,347,29,-288,3207,7649,872,1030,916,2759,5399,672,,
1712472723,279,23,-321,3367,7607,865,1022,911,2742,5410,665,,
1712472725,333,29,-378,3280,7458,848,1002,893,2687,5410,652,,
1712472727,314,26,-347,3239,7638,835,988,879,2654,5407,644,,
1712472729,362,26,-327,3373,7492,838,991,882,2659,5407,646,,
1712472731,364,24,-272,3536,7705,825,974,863,2618,5381,637,,
1712472733,312,22,-310,3471,7547,808,961,849,2583,5398,633,,
1712472735,294,22,-265,3322,7496,820,974,861,2620,5395,640,,
1712472737,326,26,-516,3048,7583,821,975,862,2621,5395,641,,
1712472739,358,21,209,2429,7751,907,1083,937,2902,5328,729,,
1712472741,356,24,1297,3243,7685,787,930,818,2505,5353,613,,
1712472743,362,22,924,3313,7487,798,944,832,2549,5365,621,,
1712472745,368,20,1036,3371,7757,810,960,849,2592,5387,630,,
1712472747,369,28,829,3311,7382,808,956,847,2582,5388,626,,
1712472749,372,23,965,3281,7455,807,956,847,2584,5392,626,,
1712472751,347,24,867,3181,7244,801,948,839,2565,5384,622,,
1712472753,370,23,880,3303,7562,797,944,836,2556,5389,619,,
1712472755,305,24,959,3342,7520,793,938,832,2543,5390,614,,
1712472758,296,23,951,3405,7516,789,934,828,2531,5391,612,,
1712472760,330,16,1987,704,10710,775,913,804,2471,5345,600,,
1712472762,305,17,1198,1565,7820,785,933,813,2516,5338,622,,
1712472764,321,13,346,1373,7803,726,847,730,2283,5222,566,,
1712472766,311,21,-720,1209,8746,833,927,785,2511,4976,618,,
1712472768,369,18,-17,899,8367,819,896,761,2441,4925,591,,
1712472770,345,18,42,1476,8025,800,883,751,2398,4962,584,,
1712472772,354,20,-308,1293,8126,804,887,754,2409,4958,587,,
1712472774,369,19,-141,1021,8032,803,888,755,2413,4968,588,,
1712472776,362,25,-156,691,7448,817,841,711,2325,4693,541,,
1712472778,370,21,-2503,1086,8315,843,832,695,2317,4510,530,,
1712472780,369,18,-1548,115,8902,887,890,742,2468,4560,573,,
1712472782,372,23,-1114,274,8007,749,763,645,2096,4649,489,,
1712472784,356,26,-1576,-266,8063,824,835,698,2305,4599,539,,
1712472786,334,25,-1578,-345,8197,840,846,707,2343,4579,545,,
1712472788,321,27,-1961,-471,7945,845,848,708,2353,4565,545,,
1712472790,301,17,-1426,-335,8062,837,841,702,2334,4569,541,,
1712472792,319,23,-1482,-323,8220,836,841,702,2330,4572,542,,
1712472794,305,23,-1724,-358,8105,816,821,685,2271,4570,529,,
1712472796,299,25,-1717,-326,8174,811,817,682,2257,4574,527,,
1712472798,307,24,-1876,-276,8182,823,825,688,2286,4556,531,,
1712472800,308,24,-1988,-257,8008,792,797,666,2205,4575,513,,
1712472802,304,20,-1932,-344,8232,795,799,668,2210,4571,514,,
1712472804,323,30,-1840,-428,8104,819,822,686,2277,4562,529,,
1712472806,320,22,-2100,-552,8300,761,763,640,2112,4573,488,,
1712472808,350,23,678,3658,7746,745,882,786,2404,5411,574,,
1712472810,361,18,72,3350,7539,745,881,785,2401,5406,574,,
1712472812,363,20,-495,2929,7882,791,941,832,2559,5398,619,,
1712472814,372,21,-444,3083,7354,795,947,830,2575,5368,629,,
1712472816,352,22,-218,3481,7793,760,903,796,2458,5381,595,,
1712472818,363,14,-553,2938,8032,746,887,782,2415,5384,585,,
1712472820,357,14,-672,3033,7600,743,882,779,2402,5385,580,,
1712472822,367,17,-547,3078,7624,747,886,783,2411,5385,582,,
1712472824,369,20,-255,3229,8067,738,879,776,2385,5398,579,,
1712472826,362,18,-584,2946,7579,699,818,728,2236,5359,531,,
1712472828,366,19,-448,3147,7710,746,887,783,2408,5390,584,,
1712472830,364,15,-377,3076,7633,771,919,814,2499,5414,604,,
1712472832,368,18,833,1537,7245,914,1060,890,2885,5100,724,,
1712472834,365,17,2637,3262,7194,608,695,619,1910,5270,446,,
1712472836,369,18,715,2078,8194,918,1079,916,2940,5192,734,,
