timestamp,uv,light,accelX,accelY,accelX,r,g,b,c,colorTemp,lux,,
1712470914,4,193,2483,518,7787,4099,4338,5091,9116,7197,1790,,
1712470916,2,227,4335,-1213,8272,4363,4798,5755,10654,7577,1944,,
1712470918,2,333,-1113,277,7968,7101,8316,10272,20352,7926,3302,,
1712470920,2,347,550,1120,8005,7000,8263,10281,20409,8020,3244,,
1712470922,3,335,-1232,1612,7782,7072,8689,11044,22112,8403,3335,,
1712470971,4,344,-1500,-1752,7996,6737,6576,6951,13388,5448,3104,,
1712470975,1,367,-4,-947,7932,7038,6843,7193,13916,5371,3251,,
1712470977,3,427,-1639,3459,7971,8199,7841,7982,15461,4990,3872,,
1712470979,3,311,-2795,-3276,6436,6506,6163,6256,11926,4884,3036,,
1712470981,1,321,-1902,-1401,5580,6415,6096,6236,11998,4976,2974,,
1712470983,6,283,-3111,-1243,7989,6123,6010,6366,12314,5506,2838,,
1712470985,4,281,-2485,-862,10842,6119,6112,6681,12980,5880,2770,,
1712470987,6,254,-759,-703,6019,5583,5602,6081,11816,5864,2578,,
1712470989,5,228,-2199,-278,6747,5298,5457,6120,11985,6298,2413,,
1712470991,3,207,-2479,-2018,6767,5216,5411,6133,12057,6420,2358,,
1712470993,4,202,-2540,-1405,7684,6359,6786,7215,14683,6127,3365,,
1712470995,2,241,-4114,-237,8305,3939,4027,4396,8612,6044,1859,,
1712470997,0,306,-328,3694,8214,6208,6039,6472,12648,5517,2779,,
1712470999,1,290,-885,296,10953,6141,6064,6647,12831,5816,2712,,
1712471001,2,302,58,159,7000,6313,6360,7014,13467,6034,2855,,
1712471003,0,281,-1812,-873,6969,5985,6080,6666,12837,6055,2774,,
1712471005,4,370,-2543,1592,9310,6970,6821,7360,14207,5625,3116,,
1712471007,1,328,-1221,-756,9745,6729,6666,7191,13905,5720,3073,,
1712471009,3,351,395,2061,11868,7115,6828,7155,14023,5243,3230,,
1712471011,4,359,-139,-451,6993,6777,6533,6703,13037,5115,3205,,
1712471013,7,363,-2610,1039,6270,7062,6946,7212,14111,5363,3392,,
1712471015,6,370,-3605,1084,8644,6848,6723,6938,13488,5303,3310,,
1712471017,9,380,-1697,1527,10437,6917,6825,7038,13582,5339,3375,,
1712471019,0,367,-1723,2294,6976,6796,6774,6994,13427,5434,3366,,
1712471021,2,382,-1625,2046,6147,7034,6953,7146,13666,5330,3460,,
1712471023,2,399,1293,977,6872,7613,7546,7734,15251,5322,3778,,
1712471025,2,378,370,1957,5868,6590,6256,6314,12330,4869,3113,,
1712471027,6,346,86,561,6521,5797,5467,5518,10784,4821,2708,,
1712471029,1,336,-390,2308,6185,5450,5155,5226,10101,4870,2542,,
1712471031,3,377,-1223,2510,9842,4941,4674,4740,9039,4865,2303,,
1712471033,3,411,348,1120,11097,7137,6934,7170,14029,5236,3379,,
1712471035,4,445,-479,689,9528,7628,7398,7675,15090,5247,3582,,
1712471037,4,425,138,10,6687,7096,6707,6811,13415,4890,3297,,
1712471039,4,412,1984,-1202,7628,6973,6560,6663,13109,4856,3213,,
1712471041,3,434,718,1416,10744,7301,6885,7079,13960,4969,3315,,
1712471043,5,442,410,1846,8380,7933,7500,7592,15066,4872,3705,,
1712471045,4,457,-181,2017,6475,7996,7613,7697,15377,4918,3786,,
1712471047,4,427,1701,2311,6097,8233,7988,8248,16518,5214,3898,,
1712471049,2,399,-777,1447,8635,7873,7907,8415,16857,5692,3765,,
1712471051,3,391,-159,1145,8474,7920,8065,8744,17556,5925,3758,,
1712471053,4,397,1076,-65,7524,8540,8758,9631,19284,6082,4001,,
1712471055,4,366,-315,1083,9652,8346,8376,9202,18216,5927,3775,,
1712471057,3,357,802,200,7804,7422,7405,8131,16180,5870,3327,,
1712471058,29,351,535,-1343,5674,6018,6120,6684,13485,5958,2813,,
1712471060,2,348,1834,-999,9920,6568,6406,6640,13539,5278,3118,,
1712471062,2,357,1203,-55,9017,6385,6330,6680,13330,5536,3028,,
1712471064,3,346,1263,1583,8324,6295,6183,6514,13032,5452,2947,,
1712471066,5,361,1788,1365,8543,6748,6595,6840,13623,5302,3212,,
1712471068,5,357,1125,2207,9519,6828,6643,6838,13596,5211,3263,,
1712471070,3,357,1376,2472,9082,6727,6607,6817,13436,5302,3254,,
1712471072,3,367,471,1922,8706,6862,6692,6882,13537,5223,3297,,
1712471074,3,371,1697,1110,8873,6935,6830,7103,13947,5385,3329,,
1712471076,1,379,1405,1924,8091,7314,7191,7447,14649,5339,3524,,
1712471078,4,369,436,1241,6621,7344,7102,7251,14169,5102,3518,,
1712471080,5,352,1514,1512,8586,7027,6782,6926,13485,5087,3353,,
1712471082,2,335,1862,1649,10189,6771,6581,6779,13225,5210,3227,,
1712471084,2,316,1103,1806,9565,6502,6244,6398,12397,5074,3061,,
1712471086,3,292,3475,-279,8864,6327,6249,6590,12962,5511,2985,,
1712471088,0,275,677,-1554,5832,6025,6042,6462,12770,5730,2850,,
1712471090,1,257,1189,1405,5856,5610,5757,6271,12442,6037,2675,,
1712471092,4,223,-86,774,9766,5205,5530,6197,12355,6496,2502,,
1712471094,3,216,3548,-48,9461,4778,5357,6284,12636,7188,2304,,
1712471096,2,198,1660,-904,7543,4720,5328,6337,12863,7283,2239,,
1712471098,4,193,1002,535,9283,4467,5011,5937,12026,7220,2113,,
1712471100,2,259,1841,-44,5959,5289,5402,6061,12019,6207,2373,,
1712471102,3,261,2311,-373,9513,6427,6399,7065,13797,5920,2842,,
1712471104,11,261,2548,-260,6865,6458,6456,7098,13931,5914,2898,,
1712471106,1,266,1961,-1140,7582,6578,6568,7207,14099,5895,2956,,
1712471108,3,271,2499,2112,9877,6555,6525,7078,13942,5779,2990,,
1712471110,4,293,2025,1077,10699,6892,6785,7266,14303,5599,3153,,
1712471112,4,311,1679,613,9810,7002,6826,7218,14226,5430,3217,,
1712471114,4,336,1414,1735,10734,7326,7166,7620,15072,5495,3354,,
1712471116,2,379,1368,222,9615,10897,10055,10492,20831,4925,4653,,
1712471118,3,339,1407,1167,9694,7293,7032,7254,14445,5161,3422,,
1712471120,3,347,973,987,9478,6772,6649,6943,13887,5385,3214,,
1712471122,4,342,2438,978,8370,7050,6951,7247,14361,5409,3378,,
1712471124,3,338,759,1582,7979,6754,6684,6978,13820,5447,3249,,
1712471126,3,351,829,1541,8119,6698,6702,6991,13869,5525,3286,,
1712471128,1,356,794,1548,7673,6916,6763,6991,13820,5282,3312,,
1712471130,5,364,-62,959,8126,6838,6695,6899,13563,5269,3297,,
1712471132,4,382,-495,461,7429,6931,6659,6798,13295,5051,3284,,
1712471134,1,397,449,-78,7553,7316,7105,7279,14199,5161,3511,,
1712471136,2,396,486,-1147,5966,7478,7352,7599,14840,5326,3614,,
1712471138,5,407,2379,-545,6901,7924,7662,7790,15192,5067,3819,,
1712471140,5,407,1088,850,6476,7176,6836,6921,13468,4918,3394,,
1712471142,4,389,515,1063,7556,7520,7168,7266,14082,4930,3554,,
1712471144,5,389,832,1878,7764,7526,7124,7256,14090,4916,3490,,
1712471146,6,382,2379,1139,9671,7518,7177,7387,14366,5064,3480,,
1712471148,2,393,1360,1650,10383,7750,7340,7573,14769,5023,3526,,
1712471149,2,388,1768,2743,10168,8131,7801,8064,15712,5137,3770,,
1712471151,4,384,825,2133,8961,7842,7563,7908,15508,5264,3603,,
1712471153,4,380,667,1909,7946,7797,7597,8085,15818,5477,3542,,
1712471155,2,379,-480,2208,7585,7395,7149,7491,14572,5300,3400,,
1712471157,3,351,-834,2191,8019,6631,6396,6705,13091,5286,3034,,
1712471159,3,353,-908,1873,8071,6563,6334,6643,12971,5293,3004,,
1712471161,4,341,-1104,1556,7136,6409,6182,6483,12657,5289,2931,,
1712471163,3,349,-1073,1085,9088,6273,6045,6339,12412,5280,2865,,
1712471165,5,369,-408,102,8405,6674,6484,7031,13878,5587,2921,,
1712471167,2,467,-1429,397,9247,6259,5986,6378,12606,5340,2747,,
1712471169,2,405,-1283,248,8255,6416,6165,6636,13161,5448,2790,,
1712471171,4,399,-798,274,8222,7314,7036,7715,15325,5588,3084,,
1712471173,2,385,-1351,-305,9679,6964,6964,7817,15554,6040,3009,,
1712471179,5,653,-1071,639,8636,22591,21425,24053,47424,5655,8877,,
1712471181,6,611,386,-3375,9185,14165,15335,17655,35231,6821,6683,,
1712471183,8,639,-433,1057,9630,13792,14040,15987,30317,6388,5981,,
1712471185,1,210,2023,-230,6802,5050,5413,6653,12069,7617,2034,,
1712471187,1,247,31,547,10239,4074,5596,7645,15625,9414,1914,,
1712471189,3,324,1053,1235,6756,4759,6569,8912,18281,9386,2300,,
1712471191,4,317,1885,2465,11656,22067,21741,24440,48588,5939,9263,,
1712471193,5,313,-834,-614,5721,5711,7342,9562,19619,8683,2735,,
1712471195,2,300,2429,672,9963,5744,7375,9644,19796,8688,2717,,
1712471197,2,310,898,2788,7059,5064,6932,9305,19203,9225,2486,,
1712471199,0,314,2235,-1352,8155,5153,7042,9471,19621,9183,2509,,
1712471201,2,245,-1161,1033,8333,4536,6405,8874,18301,9574,2141,,
1712471203,2,228,3291,544,8425,4097,5790,8020,16719,9467,1938,,
1712471205,4,248,-1100,742,6427,4537,6709,9349,19551,9767,2273,,
1712471215,4,298,1511,-876,8619,6393,9083,12353,25642,9485,3219,,
1712471217,6,354,2787,745,9257,6934,9754,12939,26982,9277,3674,,
1712471219,7,342,2255,227,7387,7078,9407,12742,25834,9210,3223,,
1712471221,2,311,724,364,10676,6315,8149,10822,21791,8960,2891,,
1712471223,4,254,2963,-1795,6003,4846,6193,8225,16503,8915,2181,,
1712471225,6,327,3894,1675,9591,9010,11726,15623,31540,9017,4148,,
1712471227,7,296,-200,2,4809,10114,12916,17199,34799,8849,4514,,
1712471229,7,315,5243,452,11895,8362,11640,16124,33035,9539,3856,,
1712471231,7,291,1362,-451,8548,8138,11437,15877,32511,9622,3789,,
1712471233,9,265,378,-1233,4724,7464,10761,15038,30842,9815,3555,,
1712471235,5,319,5304,1030,10258,8096,11389,15729,32197,9615,3835,,
1712471237,6,301,2174,2161,7116,7395,10624,14789,30296,9789,3543,,
1712471239,3,298,3596,-1232,7444,7575,10756,14926,30556,9700,3593,,
1712471240,8,295,1488,-107,7615,7699,10752,14712,30132,9521,3703,,
1712471242,7,317,3980,-1706,6480,8030,11053,15059,30776,9420,3816,,
1712471244,11,186,4066,2037,6926,3552,5292,7364,15359,9844,1809,,
1712471246,2,217,-1178,-213,9629,3472,5191,7256,15127,9887,1755,,
1712471248,4,272,2778,336,10591,4447,6628,9260,19359,9832,2240,,
1712471250,1,299,1818,206,5387,4898,7386,10295,21498,9919,2532,,
1712471252,7,291,3361,-1358,7689,5763,8566,12051,24833,10002,2829,,
1712471254,2,321,964,1575,8166,5577,8310,11453,23994,9766,2923,,
1712471256,2,296,-1211,-711,4949,5762,8544,11850,24647,9832,2941,,
1712471258,3,334,3877,860,10173,6022,8665,11843,24538,9613,3053,,
1712471260,1,254,978,44,5543,6029,8099,10781,22100,9115,2935,,
1712471262,4,272,1737,441,6197,7168,9688,12671,26401,8941,3690,,
1712471264,2,343,897,-52,5745,9211,11903,15228,31746,8517,4651,,
1712471266,6,393,1865,-40,5403,11289,14173,17799,37153,8212,5677,,
1712471268,8,494,2996,764,7778,12706,15594,19420,40256,8051,6274,,
1712471270,6,425,4305,567,7161,11172,14105,18052,37234,8427,5423,,
1712471272,6,382,2104,-440,9539,9194,11589,14880,31001,8357,4415,,
1712471274,1,311,1396,-390,5939,7306,8109,9386,20856,6686,3557,,
1712471276,0,225,4382,-2,9005,5732,7137,8974,19075,8041,2835,,
1712471278,2,320,2833,1370,8645,5752,7727,9985,21281,8661,3020,,
1712471280,0,257,3605,-625,6983,6182,8427,11240,23556,9027,3067,,
1712471282,4,265,1007,-2169,8059,5637,7835,10428,22013,9089,2904,,
1712471284,4,292,3467,262,4635,6339,8943,11872,25219,9125,3368,,
1712471286,1,286,1360,2685,10125,6247,8463,11259,23307,9085,3089,,
1712471288,2,211,2468,174,7785,4500,6138,8048,17031,8881,2336,,
1712471290,1,254,2569,657,9159,4874,6816,9105,19165,9172,2511,,
1712471292,8,302,4707,1121,5708,6104,8729,11492,24447,9175,3384,,
1712471294,6,737,3982,553,8649,65535,65535,65535,65535,0,34196,,
1712471296,5,726,1513,1212,8525,65535,65535,65535,65535,0,34196,,
1712471298,4,743,1867,-2132,8730,65535,65535,65535,65535,0,34196,,
1712471300,20,735,1376,-1682,7610,65535,65535,65535,65535,0,34196,,
1712471302,4,720,-224,-385,7701,65535,65535,65535,65535,0,34196,,
1712471377,9,378,1705,1239,6788,15345,17500,21765,44031,7633,6709,,
1712471379,13,684,-4116,-245,8209,28494,29029,33378,65535,0,12137,,
1712471381,7,350,-1193,-27,10064,7567,11212,15674,32420,9915,3768,,
1712471383,6,293,651,1392,7054,6514,9807,14005,28784,10170,3113,,
1712471385,6,273,-1551,35,7368,7033,10506,14894,30617,10090,3397,,
1712471387,0,272,-2609,41,9652,7228,10776,15261,31385,10068,3492,,
1712471389,4,262,-1765,-689,11204,6178,9003,12825,26264,9973,2817,,
1712471391,6,246,-1982,-1233,8566,5338,7934,11429,23401,10151,2424,,
1712471393,4,262,-968,18,9552,5433,7637,10675,21860,9648,2476,,
1712471395,2,249,-2080,677,8185,5563,8041,11287,23133,9856,2624,,
1712471397,2,583,1515,-1946,10424,12048,12534,14768,29775,6628,5062,,
1712471399,0,239,-287,337,7049,5967,7910,10547,22116,8826,2828,,
1712471401,1,168,-378,389,8765,6385,8613,11372,23971,8864,3198,,
1712471403,0,123,1507,1794,7852,3866,3630,3788,9124,5094,1701,,
1712471405,0,122,2137,1160,7459,3827,3589,3658,8911,4966,1744,,
1712471407,1,152,75,-3002,8606,3867,3467,3536,8620,4741,1628,,
1712471409,1,116,-1330,-6912,4295,3678,3179,3051,7799,4290,1590,,
1712471411,1,107,-1782,-7362,3492,3382,2576,2008,5928,2985,1498,,
1712471413,1,108,-1664,-7308,3456,3375,2566,1994,5902,2970,1494,,
1712471415,1,163,-269,-5320,7251,3648,3087,2899,7482,4091,1566,,
1712471417,3,306,1252,851,8483,10088,12531,16400,33502,8481,4500,,
1712471418,5,338,2854,-389,7293,20824,20813,25413,50501,6594,7489,,
1712471420,4,345,-2965,1082,8201,14669,15889,19901,40059,7306,5750,,
1712471422,8,310,-525,-375,6118,7349,9678,13184,26930,9095,3240,,
1712471424,7,216,-1033,-1153,6675,4600,6442,9071,18600,9632,2035,,
1712471426,8,176,-1551,-3822,8078,3644,5349,7713,15700,10136,1614,,
1712471428,4,357,2415,-5207,2711,5321,7771,10506,22015,9561,2848,,
1712471430,14,312,-1824,1170,7673,6433,8864,12182,24856,9477,2986,,
1712471432,5,649,-999,3776,7284,12389,16428,19379,42007,8066,7723,,
1712471434,4,674,-2933,2844,7206,7657,10944,14298,30341,9168,4322,,
1712471436,1,336,-2016,2266,7930,5720,8411,11484,23891,9721,3013,,
1712471438,2,329,-3516,2028,7390,5764,8641,11793,24644,9807,3135,,
1712471440,3,304,-824,1904,8096,5581,8006,11066,22861,9661,2725,,
1712471442,0,250,-1646,366,8149,5019,7110,9925,20396,9662,2328,,
1712471444,2,244,-1832,130,8053,4784,7110,10023,20709,9976,2333,,
1712471446,3,246,-2261,74,7669,4808,7271,10229,21226,10041,2428,,
1712471448,2,244,-1964,140,7867,4788,7192,10159,21023,10038,2361,,
1712471450,15,245,-2507,-795,8148,4894,7416,10448,21706,10045,2469,,
1712471460,12,719,2129,2249,6236,27989,24816,28018,54992,5208,9575,,
1712471462,5,364,2445,866,8945,8369,10035,12997,25853,8352,3609,,
1712471464,19,693,1150,883,8052,64399,54873,58904,65535,0,22589,,
1712471466,0,188,801,1042,10420,5155,5998,7342,14182,7979,2419,,
1712471468,1,119,2663,-1195,7458,3172,3816,5024,9761,8648,1316,,
1712471470,2,177,-315,666,8349,3294,4288,5712,11288,9222,1517,,
1712471472,1,142,-2132,-481,8010,2558,3510,4730,9445,9598,1247,,
1712471474,2,135,-2238,-1215,8248,2551,3436,4576,9183,9346,1245,,
1712471476,0,180,-713,1415,8018,3684,4669,6204,12227,9012,1632,,
1712471478,0,174,-1550,1229,8263,3716,4562,5888,11369,8771,1684,,
1712471480,2,340,1421,-1836,8309,6954,8750,11682,23347,8851,3002,,
1712471482,6,434,742,-427,9726,65535,65535,65535,65535,0,34196,,
1712471484,3,619,1695,316,10706,9788,11861,15405,30992,8368,4268,,
1712471486,1,645,1907,2293,6693,22645,22397,24842,50040,5858,9816,,
1712471488,1,664,598,2374,10195,18307,18352,20553,42122,5996,7979,,
1712471490,1,632,701,1624,8173,16458,17218,19081,39764,6204,7867,,
1712471492,3,585,-301,437,8289,13895,14958,17328,35528,6727,6415,,
1712471494,4,580,-76,-137,8130,13892,14998,17492,35781,6797,6359,,
1712471496,0,672,-3149,425,8745,17249,20623,22935,47128,7282,10164,,
1712471498,7,493,-2124,-916,8758,11008,12489,15141,30938,7400,5056,,
1712471500,1,511,-376,-1351,8833,10944,12307,14885,30373,7326,4977,,
1712471502,2,503,-648,-1167,8466,12067,13201,15738,32011,7048,5399,,
1712471504,1,485,-658,-2008,8815,10777,12024,14556,29585,7290,4825,,
1712471506,4,466,-777,-1012,7841,9638,11002,13506,27453,7543,4350,,
