USB device detected
Connected to CDC device
1716394650,34,-270,-2661,10956,65535,65535,65535,65535,0,34196,,
1716394652,42,1148,-1530,7109,65535,65535,65535,65535,0,34196,,
1716394654,38,-2148,-1780,3139,65535,65535,65535,65535,0,34196,,
1716394656,37,1210,1141,8951,65535,65535,65535,65535,0,34196,,
1716394658,38,1288,-195,6118,65535,65535,65535,65535,0,34196,,
1716394660,31,1168,-207,7701,65535,61838,65535,65535,0,28360,,
1716394662,32,2481,250,6538,65535,65535,65535,65535,0,34196,,
1716394664,46,646,2654,7201,65535,65535,65535,65535,0,34196,,
1716394666,39,1962,658,6128,65535,65535,65535,65535,0,34196,,
1716394668,42,1267,3381,7022,65535,65535,65535,65535,0,34196,,
1716394670,29,2032,2585,8789,62022,53287,56796,65535,0,22400,,
1716394672,21,549,-437,9112,65535,65535,65535,65535,0,34196,,
1716394674,38,1870,2207,10144,65535,65535,65535,65535,0,34196,,
1716394676,36,-963,3434,10496,65535,65535,65535,65535,0,34196,,
1716394678,32,5309,551,8936,65535,65535,65535,65535,0,34196,,
1716394680,18,-3322,-1081,7625,24944,24330,25945,52073,5486,11314,,
1716394682,15,-5494,-875,5375,24901,24074,25140,52626,5265,11513,,
1716394684,14,-6083,-605,6650,21667,21602,23295,46204,5740,10011,,
1716394686,15,-4256,2019,9573,25365,25376,27338,56003,5725,11808,,
1716394688,17,-2268,-1423,4307,27290,27293,29883,59110,5877,12346,,
1716394690,16,-2988,-5654,6529,22086,23321,25653,54607,6181,10863,,
1716394692,20,-1238,-2078,9459,24849,25365,27903,57639,5997,11545,,
1716394694,21,-1294,1582,9027,27653,29287,31741,65535,0,14016,,
1716394696,19,-737,6440,10255,30550,31826,33830,65535,0,15554,,
1716394698,10,-1983,4832,9057,27017,28854,30874,65535,0,14173,,
1716394700,19,-4754,128,6648,19121,20556,22109,48851,6100,10055,,
1716394702,15,-6498,1329,8905,21435,21603,23423,48359,5812,9994,,
1716394710,15,-5365,1094,10620,27640,27619,29994,61419,5771,12666,,
1716394712,25,-210,2851,11351,49840,45523,49206,65535,0,19656,,
1716394714,23,-1833,-808,11638,24505,25804,28601,59791,6245,11839,,
1716394716,22,-3176,3069,13603,26065,27695,30519,64347,6255,12913,,
1716394718,21,-1472,-963,11584,24565,26435,29023,62010,6292,12506,,
1716394720,19,-2977,1089,11579,21706,23557,25931,56416,6325,11155,,
1716394722,9,-3144,746,10491,17527,18897,20947,45456,6327,8804,,
1716394724,10,-1033,1667,12721,10683,11079,12408,24892,6288,4936,,
1716394726,8,-2201,969,11915,31533,27544,28933,55125,4544,12060,,
1716394728,14,-2133,1305,12353,39364,35343,37046,65535,0,15890,,
1716394730,14,-2179,300,10973,44837,42030,44313,65535,0,19348,,
1716394732,17,-1854,1168,12375,48704,46842,49737,65535,0,21718,,
1716394734,22,-1412,723,11306,27969,29480,32086,65535,0,13965,,
1716394736,19,-2425,3930,8642,26763,28505,30875,65535,0,13704,,
1716394738,14,-2326,4365,7610,34137,35046,37734,65535,0,16614,,
1716394740,22,389,1450,6144,37502,37662,40414,65535,0,17689,,
1716394742,26,-172,59,5380,45613,46209,49100,65535,0,22189,,
1716394744,22,-881,-231,6022,38977,38997,42116,65535,0,18072,,
1716394746,23,-165,520,4976,32858,33290,36262,65535,0,15335,,
1716394748,14,-1298,180,4764,22681,24288,27319,57106,6455,10976,,
1716394750,13,-835,-734,6417,23015,24565,27669,57494,6455,11049,,
1716394752,15,-200,951,7671,23913,25234,28245,58547,6339,11392,,
1716394754,18,-1373,2596,8867,23653,25048,27929,58034,6335,11414,,
1716394756,16,-1745,2875,9504,24568,26032,28986,60306,6328,11896,,
1716394758,18,-1523,1861,9589,24197,25785,28750,59922,6373,11800,,
