USB device detected
No serial device connected
USB device detected
Connected to CDC device
1716377362,19,-511,905,7957,23599,22260,25088,50260,5628,9110,,
1716377364,18,-705,613,8446,17716,17055,19639,39076,5930,6793,,
1716377366,16,-523,-955,8368,15255,15207,17829,34851,6350,6000,,
1716377368,14,-319,-882,8394,16086,15817,18518,36060,6241,6189,,
1716377370,17,-110,-744,8602,16733,16396,19199,37380,6215,6394,,
1716377372,18,787,-428,8148,19527,18783,21758,42448,5994,7381,,
1716377374,12,627,-538,8402,27683,26591,29778,58095,5743,11188,,
1716377376,18,446,-414,8429,26943,25703,28891,56386,5717,10675,,
1716377378,12,486,-385,8358,26643,25484,28623,55961,5730,10623,,
1716377380,20,647,-358,8269,26227,25091,28281,55437,5754,10388,,
1716377382,20,640,-514,8266,20257,20021,23215,45528,6200,8032,,
1716377384,39,728,-350,8357,29344,26318,29583,57459,5259,10360,,
1716377386,14,992,-47,8247,29602,26658,29928,58091,5280,10561,,
1716377388,21,657,-453,8317,28135,25137,28474,55307,5287,9700,,
1716377390,23,527,782,8123,35673,32115,35516,65535,0,13113,,
1716377392,17,-1063,386,8153,23943,22524,25760,50633,5727,8923,,
1716377394,20,-696,79,8747,28254,25831,28933,56972,5370,10421,,
1716377396,20,-159,525,8402,31521,28679,31767,62131,5257,11781,,
1716377398,20,61,553,8366,32096,29074,32182,62988,5220,11914,,
1716377400,18,14,865,8183,32062,29295,32939,64742,5394,11720,,
1716377402,16,-3,34,8742,31904,28680,32477,63828,5327,11139,,
1716377404,21,224,355,8212,32312,29313,32978,64919,5346,11639,,
1716377406,20,4216,-893,8525,31087,31812,34501,65535,0,14866,,
1716377408,24,4034,-336,7247,26369,29581,31610,65535,0,14993,,
1716377409,22,4077,-464,7229,24688,27919,30037,63477,6550,14066,,
1716377411,19,3219,-272,7726,24139,26223,29021,59403,6515,12311,,
1716377413,25,3189,-195,7714,23175,25427,28189,57783,6598,11977,,
1716377415,22,2912,-58,7720,23242,25353,28158,57469,6578,11861,,
1716377417,22,2997,-259,7833,23615,25656,28532,57988,6567,11944,,
1716377419,18,3155,-243,7920,23638,25614,28493,57814,6553,11899,,
1716377421,6,2946,-111,7826,24667,26535,29429,59559,6484,12334,,
1716377423,22,2889,203,7782,24977,27307,29941,61539,6493,13077,,
1716377425,23,3074,231,7781,25245,27601,30241,62196,6487,13234,,
1716377427,23,3230,47,7697,25136,27599,30141,62233,6488,13340,,
1716377429,27,3151,-215,7896,46152,49138,50596,65535,0,25542,,
1716377431,28,3080,-225,7818,45479,47953,49550,65535,0,24656,,
1716377433,28,2940,-22,7705,45245,47169,49275,65535,0,23696,,
1716377435,27,2991,-228,7657,45450,47876,49801,65535,0,24360,,
1716377437,29,3069,-146,7686,44874,47528,49195,65535,0,24441,,
1716377439,60,3209,-99,7764,44788,47563,49435,65535,0,24349,,
1716377441,30,3139,-164,7685,44883,47670,49521,65535,0,24424,,
1716377443,21,3570,-104,7714,42887,47394,48029,65535,0,25728,,
1716377445,26,3499,269,7624,31410,33243,35804,65535,0,16066,,
1716377447,26,3424,-112,7601,29610,32242,34551,65535,0,15988,,
1716377449,29,2934,-2089,7551,43907,47830,48987,65535,0,25384,,
1716377451,29,3206,-2271,7444,44028,48723,49243,65535,0,26567,,
1716377453,22,1581,12,9330,23380,21118,23378,45274,5200,8630,,
1716377455,25,2347,-12,8078,42641,46450,47924,65535,0,24395,,
1716377457,24,3067,-394,7796,44022,46013,47835,65535,0,23322,,
1716377459,28,2869,-878,7906,43629,45444,47273,65535,0,22963,,
1716377460,28,2864,-806,7756,43750,45284,47095,65535,0,22801,,
1716377462,28,2832,-1018,7742,43725,44974,46886,65535,0,22473,,
1716377464,26,2918,-1054,7803,43690,44816,46759,65535,0,22328,,
1716377466,27,3247,300,7743,44195,47509,48716,65535,0,24982,,
1716377468,29,3112,-401,7776,41568,45265,46759,65535,0,23726,,
1716377470,27,749,2420,6845,43847,46775,48475,65535,0,24113,,
1716377472,21,-55,970,8144,34441,30769,34487,65526,5211,12141,,
1716377474,23,-5280,1514,6491,41341,36163,39044,65535,0,15080,,
1716377476,53,-245,1751,8002,49855,44158,47450,65535,0,18782,,
Connection lost
