598,6100,4145,1504,,
1716416345,3,953,29,8357,2210,2149,1597,6099,4144,1505,,
1716416347,0,966,31,8332,2211,2150,1598,6102,4144,1506,,
1716416349,2,952,31,8349,2208,2147,1596,6093,4144,1503,,
1716416351,1,955,35,8337,2205,2143,1593,6083,4143,1500,,
1716416353,0,957,34,8334,2205,2144,1594,6085,4145,1501,,
1716416355,1,957,32,8338,2205,2144,1593,6084,4143,1502,,
1716416357,8,952,34,8339,2205,2144,1593,6084,4143,1502,,
1716416359,0,954,31,8343,2205,2144,1593,6084,4143,1502,,
1716416361,3,959,40,8339,2205,2143,1593,6082,4143,1500,,
1716416363,1,957,30,8338,2206,2144,1594,6086,4144,1501,,
1716416365,0,960,34,8339,2205,2143,1593,6082,4143,1500,,
1716416367,4,956,35,8338,2206,2144,1594,6085,4144,1501,,
1716416369,0,955,32,8341,2205,2144,1593,6085,4143,1502,,
1716416371,0,961,36,8339,2205,2143,1593,6082,4143,1500,,
1716416373,2,958,31,8336,2211,2150,1598,6102,4144,1506,,
1716416375,0,954,32,8341,2215,2156,1603,6118,4148,1510,,
1716416377,0,959,40,8337,2215,2155,1602,6116,4146,1509,,
1716416379,1,956,30,8335,2215,2156,1603,6117,4148,1510,,
1716416381,2,957,37,8347,2218,2159,1605,6126,4148,1512,,
1716416383,1,957,34,8344,2217,2158,1605,6124,4149,1511,,
1716416385,0,959,35,8336,2217,2159,1605,6125,4149,1513,,
1716416387,1,959,31,8336,2206,2144,1594,6086,4144,1501,,
1716416389,0,952,34,8337,2201,2134,1584,6058,4132,1494,,
1716416391,1,960,34,8338,2201,2135,1585,6060,4134,1495,,
1716416393,2,955,33,8342,2204,2139,1588,6072,4136,1498,,
1716416395,0,953,35,8334,2206,2143,1591,6081,4138,1501,,
1716416397,4,952,37,8340,2206,2143,1591,6082,4138,1501,,
1716416399,0,959,35,8341,2206,2143,1591,6080,4138,1501,,
1716416401,2,960,32,8326,2202,2139,1588,6069,4138,1498,,
1716416403,19,947,37,8339,2170,2096,1555,5954,4121,1465,,
1716416405,7,-31,-615,8768,2066,2000,1479,5643,4118,1403,,
1716416407,0,-999,1443,8230,2614,2593,1916,7239,4183,1841,,
1716416409,1,-2004,1826,7499,2088,2371,1699,6282,4491,1820,,
1716416411,0,500,96,8526,3597,3440,2569,9721,4112,2381,,
1716416413,3,-1411,-339,7082,3913,3828,2856,10631,4171,2681,,
1716416415,0,-1173,-616,8453,2455,2319,1735,6569,4083,1593,,
1716416417,0,-498,-57,8471,3431,3027,2291,8868,3935,1987,,
1716416419,2,-437,-432,8357,3656,3256,2468,9416,3962,2145,,
1716416421,1,511,-1329,8912,3530,3106,2403,9019,3981,1997,,
1716416423,0,-1872,-652,8593,2680,2427,1794,6854,3930,1647,,
1716416425,1,-1062,-979,8996,5403,4914,3712,13994,4004,3285,,
